date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2024-10-15,Investors optimistic as Real Estate sector rise on geopolitical tensions.,Godrej Properties in the Real Estate sector has seen a rise of 3.99% due to geopolitical tensions. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,3.99,730.62
2024-04-11,Strong Pharma earnings drive market rise.,Cadila Healthcare in the Pharma sector has seen a rise of 6.77% due to merger and acquisition rumors. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,6.77,695.21
2024-10-20,DLF stock rise after management change.,DLF in the Real Estate sector has seen a rise of 0.67% due to tax reforms. Market sentiment is Neutral with Confidence prevailing.,Real Estate,Neutral,Confidence,0.67,546.7
2024-05-26,Real Estate sector performance mixed following currency depreciation.,Brigade Enterprises in the Real Estate sector has seen a fall of -4.07% due to currency fluctuations. Market sentiment is Negative with Caution prevailing.,Real Estate,Negative,Caution,-4.07,399.67
2024-05-23,Banking sector rallies on monsoon impact on agriculture.,Bank of Baroda in the Banking sector has seen a fall of -3.39% due to currency fluctuations. Market sentiment is Negative with Uncertainty prevailing.,Banking,Negative,Uncertainty,-3.39,901.6
2024-02-17,Mixed results from Banking sector after sector-specific regulations.,IndusInd Bank in the Banking sector has seen a rise of 6.58% due to sector-specific regulations. Market sentiment is Positive with Fear prevailing.,Banking,Positive,Fear,6.58,576.35
2024-01-19,Banking stocks face pressure due to interest rate hike.,SBI in the Banking sector has seen a rise of 6.42% due to interest rate hike. Market sentiment is Positive with Fear prevailing.,Banking,Positive,Fear,6.42,73.95
2024-08-31,Mixed results from Banking sector after geopolitical tensions.,Kotak Mahindra in the Banking sector has seen a fall of -0.28% due to sector-specific regulations. Market sentiment is Neutral with Fear prevailing.,Banking,Neutral,Fear,-0.28,701.47
2024-03-12,Automobile stocks fall following geopolitical tensions.,Eicher Motors in the Automobile sector has seen a fall of -6.29% due to geopolitical tensions. Market sentiment is Negative with Confidence prevailing.,Automobile,Negative,Confidence,-6.29,917.04
2025-07-30,Banking outlook positive on global market trends.,ICICI Bank in the Banking sector has seen a rise of 5.02% due to global market trends. Market sentiment is Positive with Caution prevailing.,Banking,Positive,Caution,5.02,608.98
2024-10-21,Weakness in Real Estate drags market down amid rising crude oil prices.,Godrej Properties in the Real Estate sector has seen a rise of 5.97% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,5.97,516.87
2025-02-03,"Global trends influence Pharma sector, stocks rise.",Glenmark in the Pharma sector has seen a rise of 2.78% due to merger and acquisition rumors. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,2.78,13.42
2024-12-13,Infrastructure sector rallies on inflation concerns.,Sadbhav Engineering in the Infrastructure sector has seen a fall of -3.21% due to better-than-expected quarterly results. Market sentiment is Negative with Fear prevailing.,Infrastructure,Negative,Fear,-3.21,979.87
2024-12-25,"Bajaj Auto eyes expansion, Automobile stocks rise.",Bajaj Auto in the Automobile sector has seen a rise of 3.83% due to interest rate hike. Market sentiment is Positive with Optimism prevailing.,Automobile,Positive,Optimism,3.83,231.05
2024-03-18,Market reacts to infrastructure spending boost in Banking sector.,Axis Bank in the Banking sector has seen a rise of 4.05% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,4.05,904.86
2025-01-23,"L&T Infotech plans merger, causing Technology rally.",L&T Infotech in the Technology sector has seen a fall of -1.84% due to interest rate hike. Market sentiment is Negative with Caution prevailing.,Technology,Negative,Caution,-1.84,494.93
2025-04-03,Earnings beat lifts NTPC and Energy sector.,NTPC in the Energy sector has seen a rise of 6.73% due to geopolitical tensions. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,6.73,409.4
2024-11-11,Market sentiment shifts on currency fluctuations affecting Metals.,NMDC in the Metals sector has seen a rise of 1.34% due to regulatory changes. Market sentiment is Mixed with Optimism prevailing.,Metals,Mixed,Optimism,1.34,266.96
2024-02-11,"GMR Infrastructure announces share buyback plan, impacting Infrastructure stocks.",GMR Infrastructure in the Infrastructure sector has seen a rise of 6.1% due to monsoon impact on agriculture. Market sentiment is Positive with Fear prevailing.,Infrastructure,Positive,Fear,6.1,114.86
2024-12-09,Surge in FMCG stocks led by Godrej Consumer amid government policy reforms.,Godrej Consumer in the FMCG sector has seen a rise of 0.74% due to government policy reforms. Market sentiment is Neutral with Caution prevailing.,FMCG,Neutral,Caution,0.74,237.26
2025-07-06,Vedanta leads Metals gains after currency depreciation.,Vedanta in the Metals sector has seen a rise of 2.89% due to geopolitical tensions. Market sentiment is Positive with Uncertainty prevailing.,Metals,Positive,Uncertainty,2.89,115.44
2024-11-27,Shares of Page Industries in FMCG sector fall amid monsoon impact on agriculture.,Page Industries in the FMCG sector has seen a fall of -3.53% due to monsoon impact on agriculture. Market sentiment is Negative with Optimism prevailing.,FMCG,Negative,Optimism,-3.53,77.04
2024-12-14,"Britannia announces earnings guidance update, impacting FMCG stocks.",Britannia in the FMCG sector has seen a fall of -5.09% due to technology adoption. Market sentiment is Negative with Fear prevailing.,FMCG,Negative,Fear,-5.09,107.14
2025-05-03,Investors optimistic as FMCG sector fall on inflation concerns.,Marico in the FMCG sector has seen a fall of -5.75% due to inflation concerns. Market sentiment is Negative with Confidence prevailing.,FMCG,Negative,Confidence,-5.75,605.49
2025-06-28,Infrastructure sector rallies on regulatory changes.,Larsen & Toubro in the Infrastructure sector has seen a fall of -3.49% due to consumer demand recovery. Market sentiment is Negative with Caution prevailing.,Infrastructure,Negative,Caution,-3.49,27.8
2025-06-24,Strong demand boosts FMCG sector and Colgate shares.,Colgate in the FMCG sector has seen a rise of 4.8% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,FMCG,Positive,Optimism,4.8,914.87
2024-11-25,"Biocon faces challenges amid new product launches, shares fall.",Biocon in the Pharma sector has seen a fall of -4.72% due to new product launches. Market sentiment is Negative with Uncertainty prevailing.,Pharma,Negative,Uncertainty,-4.72,509.85
2024-11-23,Strong Real Estate earnings drive market rise.,Oberoi Realty in the Real Estate sector has seen a rise of 1.37% due to technology adoption. Market sentiment is Positive with Caution prevailing.,Real Estate,Positive,Caution,1.37,43.86
2024-10-30,Tech innovation fuels Pharma sector gains.,Cadila Healthcare in the Pharma sector has seen a rise of 1.58% due to strong export data. Market sentiment is Positive with Fear prevailing.,Pharma,Positive,Fear,1.58,935.14
2025-01-11,Investors optimistic as Banking sector fall on tax reforms.,IndusInd Bank in the Banking sector has seen a fall of -2.35% due to tax reforms. Market sentiment is Negative with Uncertainty prevailing.,Banking,Negative,Uncertainty,-2.35,905.03
2025-07-20,"Bharti Airtel reports losses, boosting Telecom sector.",Bharti Airtel in the Telecom sector has seen a rise of 0.51% due to strong export data. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,0.51,227.84
2025-04-05,Strong demand boosts Technology sector and L&T Infotech shares.,L&T Infotech in the Technology sector has seen a rise of 0.23% due to inflation concerns. Market sentiment is Neutral with Uncertainty prevailing.,Technology,Neutral,Uncertainty,0.23,260.98
2025-01-07,Surge in Telecom stocks led by Bharti Airtel amid geopolitical tensions.,Bharti Airtel in the Telecom sector has seen a rise of 6.69% due to geopolitical tensions. Market sentiment is Positive with Fear prevailing.,Telecom,Positive,Fear,6.69,119.19
2025-01-02,Weakness in Energy drags market down amid rising raw material costs.,ONGC in the Energy sector has seen a fall of -0.41% due to rising raw material costs. Market sentiment is Neutral with Confidence prevailing.,Energy,Neutral,Confidence,-0.41,909.2
2025-01-07,Market correction hits Energy stocks after infrastructure spending boost.,Reliance in the Energy sector has seen a rise of 3.45% due to new product launches. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,3.45,750.66
2024-02-07,Pharma stocks face pressure due to infrastructure spending boost.,Lupin in the Pharma sector has seen a fall of -6.89% due to infrastructure spending boost. Market sentiment is Negative with Caution prevailing.,Pharma,Negative,Caution,-6.89,525.74
2024-03-29,Automobile stocks fall following consumer demand recovery.,Bajaj Auto in the Automobile sector has seen a fall of -1.47% due to rising crude oil prices. Market sentiment is Mixed with Fear prevailing.,Automobile,Mixed,Fear,-1.47,937.65
2025-01-16,Market correction hits Real Estate stocks after strong export data.,Kolte Patil in the Real Estate sector has seen a rise of 1.87% due to rising crude oil prices. Market sentiment is Positive with Caution prevailing.,Real Estate,Positive,Caution,1.87,463.22
2025-05-24,FMCG companies see fall after monsoon impact on agriculture.,HUL in the FMCG sector has seen a fall of -3.73% due to new product launches. Market sentiment is Negative with Optimism prevailing.,FMCG,Negative,Optimism,-3.73,279.19
2024-08-05,"Marico plans merger, causing FMCG rally.",Marico in the FMCG sector has seen a fall of -4.01% due to government policy reforms. Market sentiment is Negative with Caution prevailing.,FMCG,Negative,Caution,-4.01,561.24
2024-09-05,Pharma sector performance mixed following global market trends.,Alkem Labs in the Pharma sector has seen a fall of -4.09% due to rising raw material costs. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-4.09,606.94
2024-05-23,Real Estate companies see rise after sector-specific regulations.,Godrej Properties in the Real Estate sector has seen a rise of 2.09% due to technology adoption. Market sentiment is Mixed with Confidence prevailing.,Real Estate,Mixed,Confidence,2.09,833.14
2024-05-13,"Bharti Airtel announces earnings guidance update, impacting Telecom stocks.",Bharti Airtel in the Telecom sector has seen a fall of -2.16% due to tax reforms. Market sentiment is Negative with Uncertainty prevailing.,Telecom,Negative,Uncertainty,-2.16,741.06
2024-12-21,Jio stock rise after capital expenditure plan.,Jio in the Telecom sector has seen a rise of 2.3% due to consumer demand recovery. Market sentiment is Positive with Confidence prevailing.,Telecom,Positive,Confidence,2.3,35.09
2024-03-13,Real Estate outlook positive on tax reforms.,DLF in the Real Estate sector has seen a rise of 4.36% due to tax reforms. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,4.36,338.35
2024-02-17,Strong Technology earnings drive market rise.,TCS in the Technology sector has seen a rise of 5.82% due to infrastructure spending boost. Market sentiment is Positive with Optimism prevailing.,Technology,Positive,Optimism,5.82,450.31
2024-12-16,"Investors await currency depreciation, Real Estate stocks volatile.",Godrej Properties in the Real Estate sector has seen a rise of 0.69% due to currency depreciation. Market sentiment is Mixed with Optimism prevailing.,Real Estate,Mixed,Optimism,0.69,623.23
2024-09-10,Market reacts to better-than-expected quarterly results in Technology sector.,Mphasis in the Technology sector has seen a fall of -4.58% due to consumer demand recovery. Market sentiment is Negative with Confidence prevailing.,Technology,Negative,Confidence,-4.58,343.7
2024-09-27,"Ashok Leyland plans merger, causing Automobile rally.",Ashok Leyland in the Automobile sector has seen a rise of 0.98% due to regulatory changes. Market sentiment is Neutral with Fear prevailing.,Automobile,Neutral,Fear,0.98,842.19
2024-04-17,Earnings beat lifts Larsen & Toubro and Infrastructure sector.,Larsen & Toubro in the Infrastructure sector has seen a rise of 4.33% due to new product launches. Market sentiment is Positive with Fear prevailing.,Infrastructure,Positive,Fear,4.33,39.8
2024-06-07,Metals companies see rise after supply chain disruptions.,NMDC in the Metals sector has seen a rise of 0.2% due to new product launches. Market sentiment is Neutral with Confidence prevailing.,Metals,Neutral,Confidence,0.2,116.26
2025-02-11,Metals stocks fall following infrastructure spending boost.,Steel Authority in the Metals sector has seen a fall of -4.01% due to regulatory changes. Market sentiment is Negative with Confidence prevailing.,Metals,Negative,Confidence,-4.01,150.15
2024-07-18,"Bosch plans merger, causing Automobile rally.",Bosch in the Automobile sector has seen a rise of 1.48% due to currency depreciation. Market sentiment is Positive with Fear prevailing.,Automobile,Positive,Fear,1.48,772.08
2024-03-28,Automobile stocks rise following government policy reforms.,Escorts in the Automobile sector has seen a rise of 0.11% due to currency fluctuations. Market sentiment is Neutral with Fear prevailing.,Automobile,Neutral,Fear,0.11,552.64
2024-05-13,Market correction hits FMCG stocks after monsoon impact on agriculture.,Nestle India in the FMCG sector has seen a rise of 0.78% due to rising raw material costs. Market sentiment is Neutral with Optimism prevailing.,FMCG,Neutral,Optimism,0.78,130.66
2025-07-12,"Tata Motors eyes expansion, Automobile stocks rise.",Tata Motors in the Automobile sector has seen a rise of 5.56% due to supply chain disruptions. Market sentiment is Positive with Caution prevailing.,Automobile,Positive,Caution,5.56,463.65
2024-07-07,Surge in Energy stocks led by ONGC amid merger and acquisition rumors.,ONGC in the Energy sector has seen a fall of -1.37% due to merger and acquisition rumors. Market sentiment is Negative with Confidence prevailing.,Energy,Negative,Confidence,-1.37,408.49
2024-12-12,"Regulatory changes impact Real Estate sector, stocks rise.",Phoenix Mills in the Real Estate sector has seen a rise of 6.83% due to new product launches. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,6.83,146.74
2025-07-11,Strong demand boosts Banking sector and SBI shares.,SBI in the Banking sector has seen a rise of 0.4% due to sector-specific regulations. Market sentiment is Neutral with Confidence prevailing.,Banking,Neutral,Confidence,0.4,694.32
2024-06-28,Investors optimistic as FMCG sector rise on sector-specific regulations.,Nestle India in the FMCG sector has seen a rise of 6.39% due to sector-specific regulations. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,6.39,105.15
2024-06-10,"GMR Infrastructure plans merger, causing Infrastructure rally.",GMR Infrastructure in the Infrastructure sector has seen a fall of -0.32% due to rising crude oil prices. Market sentiment is Neutral with Confidence prevailing.,Infrastructure,Neutral,Confidence,-0.32,340.45
2024-04-18,"NCC reports strong quarterly earnings, boosting Infrastructure sector.",NCC in the Infrastructure sector has seen a fall of -2.47% due to interest rate hike. Market sentiment is Negative with Optimism prevailing.,Infrastructure,Negative,Optimism,-2.47,156.85
2025-06-07,"Page Industries reports record profits, boosting FMCG sector.",Page Industries in the FMCG sector has seen a fall of -2.77% due to global market trends. Market sentiment is Negative with Uncertainty prevailing.,FMCG,Negative,Uncertainty,-2.77,279.59
2024-09-16,Market correction hits Automobile stocks after regulatory changes.,TVS Motors in the Automobile sector has seen a rise of 0.89% due to currency fluctuations. Market sentiment is Neutral with Caution prevailing.,Automobile,Neutral,Caution,0.89,486.48
2024-11-03,"Marico announces strategic partnership, impacting FMCG stocks.",Marico in the FMCG sector has seen a rise of 3.93% due to currency depreciation. Market sentiment is Positive with Caution prevailing.,FMCG,Positive,Caution,3.93,37.15
2025-01-17,Market reacts to merger and acquisition rumors in Telecom sector.,Jio in the Telecom sector has seen a fall of -2.08% due to regulatory changes. Market sentiment is Negative with Fear prevailing.,Telecom,Negative,Fear,-2.08,748.62
2024-03-26,Automobile sector performance mixed following rising crude oil prices.,Eicher Motors in the Automobile sector has seen a rise of 1.18% due to monsoon impact on agriculture. Market sentiment is Mixed with Caution prevailing.,Automobile,Mixed,Caution,1.18,372.15
2024-05-05,"Regulatory changes impact Metals sector, stocks fall.",Sail in the Metals sector has seen a fall of -3.76% due to government policy reforms. Market sentiment is Negative with Caution prevailing.,Metals,Negative,Caution,-3.76,465.12
2025-03-22,Mixed results from FMCG sector after infrastructure spending boost.,Emami in the FMCG sector has seen a rise of 0.4% due to geopolitical tensions. Market sentiment is Neutral with Uncertainty prevailing.,FMCG,Neutral,Uncertainty,0.4,657.76
2024-01-08,Weakness in Banking drags market down amid global market trends.,ICICI Bank in the Banking sector has seen a rise of 1.3% due to global market trends. Market sentiment is Positive with Caution prevailing.,Banking,Positive,Caution,1.3,850.1
2024-03-20,Positive cues from Banking sector as Kotak Mahindra rise.,Kotak Mahindra in the Banking sector has seen a rise of 4.08% due to infrastructure spending boost. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,4.08,996.37
2024-05-11,Real Estate stocks rise following sector-specific regulations.,DLF in the Real Estate sector has seen a rise of 1.85% due to global market trends. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,1.85,921.77
2024-09-24,Ashoka Buildcon stock rise after strategic partnership.,Ashoka Buildcon in the Infrastructure sector has seen a rise of 2.94% due to sector-specific regulations. Market sentiment is Positive with Caution prevailing.,Infrastructure,Positive,Caution,2.94,498.27
2024-12-22,"Regulatory changes impact Banking sector, stocks fall.",SBI in the Banking sector has seen a fall of -5.28% due to better-than-expected quarterly results. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-5.28,936.36
2025-03-29,Earnings beat lifts Bank of Baroda and Banking sector.,Bank of Baroda in the Banking sector has seen a fall of -6.07% due to interest rate hike. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-6.07,273.11
2025-03-13,Energy stocks face pressure due to regulatory changes.,GAIL in the Energy sector has seen a rise of 4.64% due to regulatory changes. Market sentiment is Positive with Optimism prevailing.,Energy,Positive,Optimism,4.64,250.68
2024-08-25,"Global trends influence Energy sector, stocks rise.",NTPC in the Energy sector has seen a rise of 4.03% due to consumer demand recovery. Market sentiment is Positive with Fear prevailing.,Energy,Positive,Fear,4.03,441.17
2024-12-21,Automobile sector rallies on better-than-expected quarterly results.,Hero MotoCorp in the Automobile sector has seen a fall of -5.36% due to consumer demand recovery. Market sentiment is Negative with Optimism prevailing.,Automobile,Negative,Optimism,-5.36,22.04
2025-02-14,"ITC announces earnings guidance update, impacting FMCG stocks.",ITC in the FMCG sector has seen a rise of 0.16% due to supply chain disruptions. Market sentiment is Neutral with Fear prevailing.,FMCG,Neutral,Fear,0.16,553.98
2024-07-20,Earnings beat lifts Divi's Labs and Pharma sector.,Divi's Labs in the Pharma sector has seen a fall of -1.05% due to rising crude oil prices. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-1.05,76.29
2024-01-06,Market correction hits Banking stocks after rising crude oil prices.,Axis Bank in the Banking sector has seen a rise of 2.42% due to interest rate hike. Market sentiment is Positive with Caution prevailing.,Banking,Positive,Caution,2.42,624.06
2025-04-25,Metals sector performance mixed following merger and acquisition rumors.,Jindal Stainless in the Metals sector has seen a fall of -1.49% due to strong export data. Market sentiment is Negative with Optimism prevailing.,Metals,Negative,Optimism,-1.49,563.89
2024-04-24,Market sentiment shifts on regulatory changes affecting FMCG.,Colgate in the FMCG sector has seen a rise of 6.41% due to rising raw material costs. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,6.41,530.78
2024-04-03,Surge in Pharma stocks led by Dr. Reddy's amid consumer demand recovery.,Dr. Reddy's in the Pharma sector has seen a fall of -6.08% due to consumer demand recovery. Market sentiment is Negative with Fear prevailing.,Pharma,Negative,Fear,-6.08,603.99
2025-05-26,Adani Power leads Energy gains after rising raw material costs.,Adani Power in the Energy sector has seen a fall of -1.8% due to infrastructure spending boost. Market sentiment is Negative with Fear prevailing.,Energy,Negative,Fear,-1.8,114.11
2024-09-28,Shares of Mphasis in Technology sector fall amid global market trends.,Mphasis in the Technology sector has seen a fall of -1.9% due to global market trends. Market sentiment is Negative with Confidence prevailing.,Technology,Negative,Confidence,-1.9,373.34
2024-06-11,"Investors await government policy reforms, Banking stocks volatile.",Axis Bank in the Banking sector has seen a rise of 1.13% due to new product launches. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,1.13,617.46
2024-09-25,Market reacts to currency fluctuations in Automobile sector.,Tata Motors in the Automobile sector has seen a rise of 2.86% due to government policy reforms. Market sentiment is Positive with Uncertainty prevailing.,Automobile,Positive,Uncertainty,2.86,633.88
2024-09-22,Strong Pharma earnings drive market fall.,Sun Pharma in the Pharma sector has seen a fall of -0.34% due to geopolitical tensions. Market sentiment is Neutral with Caution prevailing.,Pharma,Neutral,Caution,-0.34,962.37
2024-07-20,Pharma outlook positive on merger and acquisition rumors.,Biocon in the Pharma sector has seen a fall of -3.05% due to merger and acquisition rumors. Market sentiment is Negative with Confidence prevailing.,Pharma,Negative,Confidence,-3.05,520.65
2024-01-11,Torrent Power stock fall after earnings guidance update.,Torrent Power in the Energy sector has seen a fall of -4.92% due to currency depreciation. Market sentiment is Negative with Uncertainty prevailing.,Energy,Negative,Uncertainty,-4.92,597.17
2024-05-04,"Indian Oil announces earnings guidance update, impacting Energy stocks.",Indian Oil in the Energy sector has seen a rise of 2.82% due to currency depreciation. Market sentiment is Positive with Confidence prevailing.,Energy,Positive,Confidence,2.82,25.05
2025-02-01,"Axis Bank eyes expansion, Banking stocks fall.",Axis Bank in the Banking sector has seen a fall of -2.95% due to technology adoption. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-2.95,952.65
2025-05-17,Earnings beat lifts Jindal Stainless and Metals sector.,Jindal Stainless in the Metals sector has seen a fall of -2.24% due to rising raw material costs. Market sentiment is Negative with Fear prevailing.,Metals,Negative,Fear,-2.24,403.27
2025-07-04,Positive cues from Metals sector as NMDC fall.,NMDC in the Metals sector has seen a fall of -1.37% due to technology adoption. Market sentiment is Negative with Fear prevailing.,Metals,Negative,Fear,-1.37,894.37
2024-02-02,"Regulatory changes impact Infrastructure sector, stocks rise.",Ashoka Buildcon in the Infrastructure sector has seen a rise of 3.45% due to technology adoption. Market sentiment is Positive with Caution prevailing.,Infrastructure,Positive,Caution,3.45,690.5
2025-08-08,Positive cues from Telecom sector as Vodafone Idea rise.,Vodafone Idea in the Telecom sector has seen a rise of 6.03% due to strong export data. Market sentiment is Positive with Uncertainty prevailing.,Telecom,Positive,Uncertainty,6.03,69.34
2024-08-13,Surge in Telecom stocks led by Jio amid merger and acquisition rumors.,Jio in the Telecom sector has seen a rise of 0.75% due to merger and acquisition rumors. Market sentiment is Neutral with Caution prevailing.,Telecom,Neutral,Caution,0.75,199.11
2024-02-05,Market reacts to technology adoption in Metals sector.,NMDC in the Metals sector has seen a fall of -0.58% due to currency depreciation. Market sentiment is Neutral with Caution prevailing.,Metals,Neutral,Caution,-0.58,539.29
2024-03-26,Investors optimistic as Metals sector rise on better-than-expected quarterly results.,Tata Steel in the Metals sector has seen a rise of 2.38% due to better-than-expected quarterly results. Market sentiment is Mixed with Confidence prevailing.,Metals,Mixed,Confidence,2.38,444.88
2025-06-22,Simplex Infrastructures leads Infrastructure gains after technology adoption.,Simplex Infrastructures in the Infrastructure sector has seen a fall of -0.77% due to global market trends. Market sentiment is Neutral with Caution prevailing.,Infrastructure,Neutral,Caution,-0.77,347.79
2024-10-22,Energy companies see rise after infrastructure spending boost.,ONGC in the Energy sector has seen a rise of 6.88% due to inflation concerns. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,6.88,248.23
2025-06-02,Infrastructure stocks face pressure due to inflation concerns.,Simplex Infrastructures in the Infrastructure sector has seen a fall of -1.61% due to inflation concerns. Market sentiment is Negative with Optimism prevailing.,Infrastructure,Negative,Optimism,-1.61,503.65
2024-03-31,Shares of Biocon in Pharma sector fall amid merger and acquisition rumors.,Biocon in the Pharma sector has seen a fall of -5.71% due to merger and acquisition rumors. Market sentiment is Negative with Caution prevailing.,Pharma,Negative,Caution,-5.71,509.65
2024-05-01,Infrastructure outlook positive on inflation concerns.,Simplex Infrastructures in the Infrastructure sector has seen a fall of -2.34% due to inflation concerns. Market sentiment is Negative with Fear prevailing.,Infrastructure,Negative,Fear,-2.34,32.14
2024-05-01,Strong demand boosts FMCG sector and Godrej Consumer shares.,Godrej Consumer in the FMCG sector has seen a rise of 3.87% due to better-than-expected quarterly results. Market sentiment is Positive with Optimism prevailing.,FMCG,Positive,Optimism,3.87,737.95
2025-03-09,Strong FMCG earnings drive market rise.,Marico in the FMCG sector has seen a rise of 0.87% due to regulatory changes. Market sentiment is Neutral with Fear prevailing.,FMCG,Neutral,Fear,0.87,682.53
2024-03-26,Concerns over currency fluctuations cause FMCG slump.,Dabur in the FMCG sector has seen a fall of -0.95% due to currency fluctuations. Market sentiment is Mixed with Uncertainty prevailing.,FMCG,Mixed,Uncertainty,-0.95,37.02
2024-10-04,"Investors await merger and acquisition rumors, Technology stocks volatile.",Mphasis in the Technology sector has seen a fall of -5.68% due to supply chain disruptions. Market sentiment is Negative with Confidence prevailing.,Technology,Negative,Confidence,-5.68,501.21
2024-01-03,Market correction hits Pharma stocks after currency depreciation.,Biocon in the Pharma sector has seen a fall of -0.44% due to inflation concerns. Market sentiment is Neutral with Caution prevailing.,Pharma,Neutral,Caution,-0.44,530.79
2024-06-15,"Divi's Labs announces management change, impacting Pharma stocks.",Divi's Labs in the Pharma sector has seen a fall of -1.57% due to better-than-expected quarterly results. Market sentiment is Mixed with Uncertainty prevailing.,Pharma,Mixed,Uncertainty,-1.57,227.89
2024-05-18,Mixed results from Real Estate sector after currency fluctuations.,Sobha in the Real Estate sector has seen a fall of -1.19% due to better-than-expected quarterly results. Market sentiment is Negative with Confidence prevailing.,Real Estate,Negative,Confidence,-1.19,727.38
2025-08-10,"Adani Power announces capital expenditure plan, impacting Energy stocks.",Adani Power in the Energy sector has seen a rise of 4.1% due to new product launches. Market sentiment is Positive with Confidence prevailing.,Energy,Positive,Confidence,4.1,101.43
2024-08-04,Telecom stocks rise following supply chain disruptions.,Vodafone Idea in the Telecom sector has seen a rise of 3.35% due to strong export data. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,3.35,761.43
2025-02-22,Market sentiment shifts on global market trends affecting Automobile.,Escorts in the Automobile sector has seen a rise of 5.33% due to government policy reforms. Market sentiment is Positive with Confidence prevailing.,Automobile,Positive,Confidence,5.33,306.25
2024-07-06,"Mahindra plans merger, causing Automobile rally.",Mahindra in the Automobile sector has seen a rise of 2.86% due to technology adoption. Market sentiment is Positive with Fear prevailing.,Automobile,Positive,Fear,2.86,117.29
2025-02-11,Tech innovation fuels Banking sector gains.,SBI in the Banking sector has seen a fall of -4.07% due to strong export data. Market sentiment is Negative with Caution prevailing.,Banking,Negative,Caution,-4.07,28.41
2024-01-13,Pharma stocks rise following strong export data.,Divi's Labs in the Pharma sector has seen a rise of 3.28% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,Pharma,Positive,Confidence,3.28,511.96
2024-02-26,Telecom stocks face pressure due to monsoon impact on agriculture.,Jio in the Telecom sector has seen a fall of -0.89% due to monsoon impact on agriculture. Market sentiment is Neutral with Uncertainty prevailing.,Telecom,Neutral,Uncertainty,-0.89,148.37
2025-04-18,Divi's Labs leads Pharma gains after infrastructure spending boost.,Divi's Labs in the Pharma sector has seen a rise of 5.13% due to government policy reforms. Market sentiment is Positive with Fear prevailing.,Pharma,Positive,Fear,5.13,45.75
2024-07-18,"Federal Bank announces expansion into new markets, impacting Banking stocks.",Federal Bank in the Banking sector has seen a rise of 6.92% due to global market trends. Market sentiment is Positive with Uncertainty prevailing.,Banking,Positive,Uncertainty,6.92,826.46
2024-02-18,Technology sector performance mixed following consumer demand recovery.,Coforge in the Technology sector has seen a rise of 4.48% due to consumer demand recovery. Market sentiment is Positive with Optimism prevailing.,Technology,Positive,Optimism,4.48,397.23
2024-08-08,Telecom stocks face pressure due to interest rate hike.,Jio in the Telecom sector has seen a fall of -1.75% due to interest rate hike. Market sentiment is Mixed with Uncertainty prevailing.,Telecom,Mixed,Uncertainty,-1.75,236.91
2024-08-18,Concerns over infrastructure spending boost cause Infrastructure slump.,Adani Ports in the Infrastructure sector has seen a fall of -2.42% due to infrastructure spending boost. Market sentiment is Mixed with Caution prevailing.,Infrastructure,Mixed,Caution,-2.42,236.63
2025-07-11,Tech innovation fuels Energy sector gains.,ONGC in the Energy sector has seen a fall of -0.58% due to interest rate hike. Market sentiment is Neutral with Optimism prevailing.,Energy,Neutral,Optimism,-0.58,200.71
2024-06-18,Mixed results from Energy sector after strong export data.,Indian Oil in the Energy sector has seen a rise of 0.3% due to tax reforms. Market sentiment is Neutral with Optimism prevailing.,Energy,Neutral,Optimism,0.3,67.23
2025-05-07,Telecom companies see rise after interest rate hike.,Jio in the Telecom sector has seen a rise of 2.66% due to tax reforms. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,2.66,837.57
